PEER NGA STRONG MOTION DATABASE RECORD
LaMalbaie97-08-20, 08/20/1997, LMN, BHE
ACCELERATION TIME HISTORY IN UNITS OF G
NPTS=  12133, DT=   0.025 SEC
  1.1765793E-07 -1.0315919E-07 -1.3720913E-07  1.4431075E-07 -3.8726296E-07
 -9.0828850E-08  3.9073330E-07 -4.5534206E-08 -2.8904465E-07 -3.0916507E-08
  2.7688583E-07  5.3599859E-08 -1.3605399E-07 -2.9331597E-07 -1.4620135E-07
 -8.8516904E-08 -1.4562551E-07 -1.2717683E-07 -4.4059017E-09  1.7108199E-07
  1.4071108E-07 -1.9383087E-07 -1.9090715E-07  1.6845603E-07 -3.4880784E-08
 -1.2138903E-07  1.0123791E-08  8.0908151E-09 -2.3224918E-07 -5.0948990E-08
  2.0010524E-07  3.8142725E-08 -4.3653184E-08 -2.9669559E-07  3.0206514E-08
  1.9172383E-07 -2.6163438E-07 -9.1167740E-08  7.9245117E-08  2.0479901E-07
  4.8243825E-08 -6.7466983E-08 -2.6493052E-07 -8.7810938E-09  3.4173158E-07
 -5.7674177E-08 -3.0196536E-08 -2.0523223E-07  6.0887942E-08 -7.7627809E-09
 -1.7850487E-07  4.2183059E-07  8.5574695E-08 -5.8332447E-07  1.1596870E-07
  3.6987264E-07  2.2819688E-08 -5.5823910E-10 -2.0815371E-07  9.2997012E-08
  3.5485164E-08  2.3268970E-08 -6.5525780E-08  1.9982923E-08 -2.8350087E-08
 -2.3504582E-07  3.9521525E-07  3.3889740E-07 -2.2078703E-07  5.8078995E-08
  7.1991558E-08 -5.4226559E-07 -1.3482031E-07  2.3972558E-07  1.4368409E-07
 -5.7399611E-08  7.2521607E-08  1.9035183E-07  1.3020522E-07 -4.2275841E-08
 -1.4168088E-07  2.4194172E-07 -2.5207453E-07 -3.7361748E-08  1.6082765E-07
  2.5240856E-08  2.6181815E-08 -1.0861635E-07 -3.9945838E-08 -1.3056912E-07
  3.5151741E-07 -3.9257602E-08 -2.6842855E-08  3.1729844E-07 -2.1956006E-07
 -3.0322947E-07  1.3623426E-07  9.0933614E-08  3.7475672E-09  2.1163965E-07
 -1.7995562E-07  2.2237439E-07  8.9156113E-08 -2.0543704E-07 -1.6334140E-09
 -3.4535601E-07 -1.1359705E-07  3.4577272E-07  3.4233617E-08 -2.7054566E-07
  4.6773327E-07  2.2872279E-07 -1.0782386E-07  3.4019521E-08 -1.5066061E-07
 -1.0728603E-07 -2.0415509E-07  1.8940651E-07  1.2065830E-07  1.0961954E-07
  3.2372326E-07 -2.8466754E-07 -6.6151719E-08  1.4463536E-07 -4.5019337E-07
  4.6301772E-07  3.7254425E-07 -4.1144883E-07  1.0439249E-07 -1.1144658E-07
 -4.2341433E-08  1.1480846E-07  1.9292671E-07 -2.8107125E-08  5.8067807E-08
  2.0524292E-07 -1.9674870E-07 -9.0084957E-08  2.1163672E-07  1.4473904E-07
 -2.9451612E-07  2.5040184E-08  2.6638591E-07  2.4466746E-07  1.3164422E-07
 -1.9526823E-07 -2.5507701E-07 -1.2821577E-07 -1.4445843E-09  1.2988715E-09
  5.1720852E-08  1.3086734E-07 -1.7047346E-07 -2.0262143E-07  2.6153475E-07
  3.2325398E-08 -8.9962068E-08  1.2839806E-08 -1.6966698E-07  5.9753954E-09
  9.2657282E-08 -3.2218171E-07 -5.4815989E-08  1.0016734E-07 -1.1926866E-07
  3.8132781E-07  9.3370705E-08 -2.8674650E-07 -1.0441626E-07  1.0457888E-08
 -1.6594727E-07 -1.6839600E-07  3.0423024E-07  1.4641758E-07 -4.6748127E-08
 -1.8784533E-07 -2.7122697E-07  8.3282798E-09  1.6343098E-07  1.8376914E-07
 -7.5550560E-08 -1.2330607E-07  1.3167362E-07 -2.4824348E-07  9.3593708E-08
 -3.4633202E-08 -4.5454562E-07  1.5773088E-07 -3.3778898E-08  1.7531289E-08
 -1.5152234E-07 -5.0177013E-09  2.6621187E-07 -1.3184406E-07 -3.3318920E-07
 -8.6157718E-08  4.7432320E-08 -6.5891255E-08  8.3353194E-08  8.8551683E-08
  3.4370630E-08 -3.3382342E-07 -1.1945894E-07  4.3583781E-08  1.5928514E-08
 -8.4137771E-09  1.7609044E-08 -4.1806290E-08  2.1824130E-07  8.8509319E-08
 -5.9543648E-07  2.3282869E-07  3.6906210E-07 -1.6986151E-07  3.1598922E-08
 -4.2146435E-08 -3.8420646E-08  9.4881363E-08 -1.9496888E-07  2.5962767E-07
  2.0376631E-07  1.2542961E-08  1.6397958E-07 -2.0739664E-07  1.0623940E-07
 -1.2047582E-07 -3.0542957E-08  1.0819995E-07 -6.5003313E-08  1.5493542E-07
 -7.8856726E-08  1.8853546E-08  1.5839290E-07 -3.9184456E-08  1.2147157E-07
  1.0370654E-07 -2.7725229E-08  1.1158120E-07 -1.6169489E-08 -2.3771666E-07
 -2.4676840E-07  3.0983277E-07  9.6648734E-08  1.2417429E-07  1.1272299E-07
 -2.1948322E-07  2.2409040E-07  1.9973997E-09  1.1820827E-07 -4.5073779E-08
  1.0564401E-07  3.9865269E-08  4.2766930E-08  7.9704610E-08 -2.4408605E-07
  1.6598038E-07 -4.0932540E-07 -2.2192135E-07  3.7541070E-07  5.8122267E-08
 -1.9625542E-07  2.8127212E-07  2.6898942E-07 -4.9064176E-08  5.6994584E-08
 -7.5391931E-08  8.1855709E-08 -1.1336711E-08 -4.0898008E-07 -7.9798168E-08
  3.2903923E-07 -1.7122074E-07 -9.6035232E-10  4.3538918E-07  3.1428335E-08
 -8.3586442E-08  5.0418681E-08 -1.2813971E-07  6.6615888E-08 -1.8470189E-07
 -2.4095775E-08  2.4970304E-07  4.7245534E-08 -7.0983037E-08 -3.3167881E-07
 -6.1644920E-08 -9.7650164E-08  3.7364334E-07  1.3385530E-07 -5.8717469E-08
  1.2488798E-07 -4.3508038E-07 -1.0439752E-07  1.4298949E-07  1.5007991E-07
  1.3405801E-07 -3.8977244E-08 -8.9408107E-08 -1.2524482E-07 -1.3569451E-07
 -2.0668141E-07 -1.4553642E-07  2.0258216E-07  9.2727035E-08  2.3482569E-07
  3.0046765E-07 -5.6491346E-07 -2.3651866E-07  1.2190546E-07 -9.6021918E-08
  8.1913568E-08  6.9777987E-08  1.2558540E-07 -2.1949882E-07 -1.4071981E-07
 -6.9192987E-08 -3.4782749E-07 -1.0405527E-08  4.8058894E-07  1.0963375E-07
 -1.3662919E-07  6.5084590E-08 -2.7850609E-07 -1.5217480E-07  9.3843162E-08
  1.4711613E-07  1.1018278E-07  1.7687131E-07 -1.0195853E-07 -1.8893470E-07
 -6.2352360E-08 -1.1317075E-07  1.1011682E-07 -1.5008266E-07  1.4635936E-07
  3.7565836E-07 -1.0328203E-07 -3.1095355E-07 -4.9169669E-08 -7.1016257E-08
 -1.2371821E-07  3.5086618E-07  2.4769456E-07 -1.2795169E-08  2.4665033E-08
 -4.7241355E-08 -2.4389589E-07 -1.0007128E-07 -3.6091981E-07  9.2262429E-08
  5.8882450E-07 -3.7355671E-07 -3.7392350E-08  3.7059672E-07 -1.2473165E-07
 -3.3996844E-08  3.9565625E-08 -1.9575999E-07  2.1148956E-07  2.3970867E-07
 -2.1055119E-07 -1.9730548E-08  7.6297026E-08 -9.0211399E-08  1.3230634E-08
  1.6242332E-07  1.0131981E-07  5.8943774E-08  2.3215063E-08 -1.1912844E-07
 -1.9586211E-07  1.2067228E-07  1.6477179E-08 -3.1714985E-08 -2.8955492E-08
  3.5543023E-08 -9.5399731E-08  5.7689938E-08  2.4685979E-07 -2.5530837E-07
  4.3757123E-08  1.4091630E-07  2.3292726E-07  2.6747878E-07 -4.7903373E-08
 -1.8643961E-07 -2.3914369E-07 -1.3323394E-07  4.3943032E-07 -1.7967457E-07
 -2.8760916E-07  6.5657383E-07 -1.0272960E-08 -2.6983099E-07 -3.5295236E-08
  2.3426763E-07  1.5149665E-08 -8.3352681E-08 -2.4044089E-07  9.2686931E-10
  2.1331477E-07 -9.5926268E-08  1.0614898E-07  1.2582629E-07  2.3887822E-07
 -1.5766781E-07 -1.1374248E-07 -4.8220893E-09 -8.5903168E-08 -3.2366052E-07
  2.1256039E-07  3.4291931E-07 -3.4441373E-07  2.3164251E-07  2.8289884E-07
 -3.4017921E-07 -2.8786574E-07  1.1506830E-07 -1.5507424E-07 -4.9271228E-08
  6.4869901E-08  1.3201280E-07  8.4265341E-08 -4.9895536E-08  2.6849443E-09
 -3.5996274E-07  1.8471024E-07  3.1142224E-07 -2.0992275E-08  1.1948952E-07
 -1.2742779E-07 -1.2644919E-07 -3.3298956E-07 -2.2783493E-07  1.1524007E-07
 -1.4997076E-07  3.0530545E-07  3.3574620E-07 -3.0921693E-07  7.3336634E-08
  1.9213940E-07 -2.7092950E-07 -5.9876775E-08 -2.1747634E-07 -1.9293091E-07
  7.8787263E-08  6.1347319E-08  2.2800902E-07  2.8400016E-07  5.4912387E-08
 -5.5792414E-07 -1.3175629E-07 -1.0777655E-07 -3.4803516E-07  1.6783280E-07
  1.6049850E-07  6.0320115E-08 -3.3760375E-08  1.1393845E-07  1.1431555E-07
  3.6983868E-08 -6.4138669E-08 -1.0337341E-07  1.5243576E-08 -1.9607338E-07
 -2.3723341E-08  3.7052902E-07 -9.7722126E-08 -2.1919689E-07  1.3309062E-07
  4.3588342E-08 -6.1447275E-08 -3.4854160E-08  7.8333800E-08 -2.3451548E-07
 -2.0586670E-07  2.7065590E-07  2.2357997E-07  7.7141770E-09  7.7416092E-08
 -1.7790025E-07  8.2988902E-08  2.4302096E-07 -1.5634252E-08  2.2460091E-08
 -4.3651951E-08 -8.9804966E-09 -5.3721441E-08  1.3967347E-07 -2.2407993E-07
 -4.4839998E-08  1.5526904E-07  2.1119131E-07  8.8495075E-08 -1.4393208E-07
  2.5892789E-07 -2.0703754E-07 -9.5424870E-08  1.2859383E-07 -1.1816500E-07
 -3.9753681E-08  1.1587149E-07 -8.2175249E-08  1.3144374E-07 -5.9856287E-09
 -1.2687836E-07 -1.5946508E-08 -1.1815765E-08  4.9131040E-07 -1.9709740E-07
 -4.7176624E-08 -8.2169660E-08 -9.5813500E-08  2.9573607E-07 -2.8946021E-07
 -7.2188168E-08  1.3129188E-07  6.6472362E-08 -1.3257068E-07 -1.9739261E-08
  2.1388314E-07  1.0494923E-07 -1.5793470E-07 -9.2323468E-08  2.0220101E-07
 -6.7360664E-08 -5.6602273E-08 -1.7292488E-08  7.7123133E-09  1.1809414E-07
 -2.5615712E-08  6.9383068E-08 -1.4347366E-07 -7.0059974E-08 -2.3201494E-07
  2.3278777E-07  6.9536914E-07 -5.4264991E-07 -1.8613118E-08  2.7957846E-07
 -1.9201009E-07  1.1146719E-07 -1.7759235E-07 -2.1263540E-07  1.1633632E-07
  1.7810445E-07  6.4017199E-08  1.3737379E-07  2.2124544E-08 -1.9541434E-07
  5.9788751E-08  3.1914365E-07 -4.8272841E-07 -6.7488403E-08  5.8586516E-08
 -2.4060922E-07  2.8517186E-07  1.4940398E-07  4.9092415E-07 -3.6321239E-07
 -5.3346903E-07  2.2301925E-07  5.5325100E-08 -2.1615178E-07  1.0921816E-07
 -7.2082047E-09 -1.3142663E-08  1.1994771E-07 -3.0504103E-07 -3.1596479E-08
 -5.0329302E-08 -1.1348155E-07 -2.2491745E-08  1.6811247E-07 -1.5511197E-07
  6.8314139E-08 -1.2597685E-07  3.9048524E-09  2.3906339E-07 -2.8478567E-07
 -6.9513287E-08 -1.2335550E-07  2.7011138E-07 -1.2780337E-07 -4.2393116E-09
  6.2525532E-09 -3.6285559E-07  2.8669142E-07 -4.3552429E-08  6.7326967E-08
  8.6501174E-08 -9.2703441E-08  3.2941517E-08 -2.8336445E-07 -9.9787050E-08
  1.3107831E-07  9.3205131E-08  1.5973528E-08  3.0025652E-07 -1.2499374E-07
 -6.8780355E-08  2.6079841E-07 -1.5777449E-07  4.8696409E-08  3.0705707E-07
  1.7380585E-07 -2.9018185E-07  7.9665947E-08  1.2403980E-07 -1.7640314E-07
  1.9833923E-07  9.9428795E-08 -1.0061703E-07  2.1557872E-07  8.9256051E-08
 -2.0106085E-07 -1.6231827E-08  2.0220996E-07  1.5611057E-08 -1.3504873E-07
  1.9981528E-07  1.1845958E-07  1.0998516E-07 -1.4395006E-07 -1.5375884E-07
  1.7122263E-07 -3.4874022E-08  3.0261515E-07 -2.7878126E-07 -1.5609384E-07
  2.6635864E-07 -3.7345624E-07  2.1725785E-07  3.1189358E-07  1.0083859E-07
 -6.3519438E-08 -2.2948551E-07 -1.2507379E-07  2.0338218E-07  1.9226640E-07
  8.1577962E-08 -2.5029889E-07 -4.3625871E-08  4.8335501E-08 -1.3177880E-07
  2.2493949E-07 -2.6948147E-07  2.2833948E-07 -6.8761136E-08 -1.6935164E-09
 -1.0726013E-07  4.8568130E-08  6.9221962E-08 -5.0507191E-07  1.3528504E-07
  1.1636269E-07  1.3656849E-07 -1.9845762E-07  9.7245575E-09 -2.9157901E-07
 -1.5806399E-07  2.0778519E-07  1.4111288E-07 -2.2464473E-07 -3.1270345E-10
  7.3625297E-08 -2.4992832E-07  3.6024394E-08 -2.8663931E-07  2.7167085E-07
 -1.2529836E-07  3.1516746E-08 -9.5632424E-09 -6.6835511E-08  4.3724137E-08
 -3.4437913E-07 -4.6281592E-09 -2.5155455E-07  9.8996285E-08 -6.7420239E-08
  1.8628024E-07  8.4537094E-08 -2.7462751E-07  9.8948111E-08 -1.1773152E-07
 -6.6567762E-08 -6.4863693E-08  4.8504405E-08  2.0859665E-08  1.2084997E-07
 -2.6346789E-08 -8.2913549E-08  8.1068626E-10 -2.8548380E-07 -5.1196113E-08
  1.7009621E-07  8.9742735E-08  2.5630219E-08 -1.3683758E-07 -2.5061423E-07
  2.1800564E-07  1.2866864E-09 -1.9163717E-07  1.5688682E-07  2.5036176E-07
 -1.1176870E-07 -6.9102394E-08  4.5326528E-07 -1.8920931E-07 -1.9525271E-07
  2.7706034E-09  4.1968185E-08  4.2910693E-07 -9.0420030E-09 -5.6308967E-08
  8.2324732E-08 -2.9614178E-07 -2.2039602E-08  2.2988423E-07  1.0631197E-07
  2.1894169E-07 -1.6737645E-07 -5.5970684E-08  1.2225684E-07 -4.7497012E-08
  3.1096729E-07 -1.1828994E-07 -1.9089156E-07  1.7988150E-07  3.4062749E-07
  6.8297957E-08 -3.5425802E-07  1.3240303E-07  3.9816587E-07  1.3596180E-07
 -2.6879502E-07  1.8125086E-07 -1.1228067E-07 -2.0332998E-07  2.3966368E-07
  2.7554077E-07  2.6017755E-07 -2.4942569E-07  2.6384931E-07 -1.4343538E-07
  4.8740957E-08  1.6949434E-07 -3.1613793E-07 -2.4606823E-07 -9.7729063E-08
  6.5967941E-07 -2.9035589E-07  2.6124135E-08  2.2539895E-07 -3.9584894E-07
  1.1398515E-07  1.1283209E-07  2.4150289E-07  6.4648306E-08 -2.1182869E-07
 -1.1058905E-09 -3.8100470E-08 -4.9148614E-07  4.1232468E-07  2.9809929E-07
 -1.0232138E-07  1.4342530E-07 -4.3003463E-07  3.3257755E-08  8.9451178E-08
 -3.6738361E-08 -1.2510139E-07  6.2950289E-08  4.0520869E-07 -1.4628493E-07
 -1.7435294E-07 -4.5964837E-08 -4.5500878E-08  1.0325582E-07 -6.8484038E-08
  1.0464180E-07 -1.2726382E-07  4.9782259E-08  1.1057906E-07 -2.9065806E-07
  7.2224131E-09 -1.6751594E-07  1.9867431E-07 -7.1824914E-08 -3.5827165E-07
  3.5241843E-07  9.2851361E-08 -2.6625411E-07 -5.3567901E-09 -2.8462252E-07
  9.2256824E-08  2.2316026E-07 -2.5851090E-07 -3.2564981E-07  2.6790666E-08
  4.6174317E-07 -3.1480365E-07  1.1874288E-08  5.2900437E-09 -3.7988027E-07
  1.0678927E-07  1.7980655E-07 -1.3780988E-07 -5.1660243E-08 -3.8791304E-09
 -3.6788161E-07  2.0425936E-07 -1.4484958E-07 -3.5722068E-07  5.0650621E-07
  7.7759885E-08 -2.4137031E-07  1.0022954E-07 -8.9854762E-08 -1.6461859E-07
 -1.5576922E-07  7.1673085E-08 -6.9704042E-09  9.8275161E-08  1.2451658E-07
 -2.0228203E-07 -1.1259285E-07 -6.7010341E-08  2.3179611E-07  1.1550221E-07
 -1.7340043E-07 -2.8223525E-07 -2.4767076E-08 -5.0884258E-08 -3.7935531E-08
  2.9086407E-07  1.9201446E-07 -1.9319888E-08 -4.2125056E-08  4.5205682E-08
 -6.4232250E-08 -2.7877882E-08  6.1565801E-08  1.8334199E-07  1.1114820E-07
 -7.9786315E-10 -1.6899661E-07 -3.6818531E-09  2.2176645E-07 -3.8290211E-08
 -2.4499533E-07  1.0431841E-07  2.6397452E-07 -4.6281422E-08  4.9990011E-10
  1.5281541E-07 -6.5676491E-08 -9.9668858E-08  2.0739004E-07  1.3884111E-07
  1.0884475E-07 -1.8129377E-08  3.0988800E-08 -1.1809120E-07 -7.8046180E-08
  2.0327300E-07  1.5655607E-07  6.0628221E-08 -1.3850518E-07 -1.1611150E-08
 -1.9584352E-07  1.2131841E-07  3.4201732E-07 -2.2321959E-07 -5.4175056E-08
  2.3704912E-07 -1.3311888E-08  1.4806437E-08  3.2543456E-09 -1.0384431E-08
  1.7688887E-07 -2.4319947E-07 -3.0375523E-07  2.0896665E-07  9.8592664E-08
  1.1961130E-07  1.3966873E-07 -2.1515157E-07  2.0834542E-07 -1.0059265E-07
 -1.7014087E-07  3.7720490E-07  2.1493736E-07 -7.1585376E-08 -3.3542858E-07
  1.0856222E-07  3.8081023E-08  1.6093869E-08 -1.1300666E-07  7.6943220E-08
  2.1677177E-07 -3.5012695E-07 -5.9590876E-08  1.0908691E-07  2.2862373E-07
 -2.4917266E-07 -1.2808320E-07  1.8074164E-07  3.4127270E-08  1.2191417E-07
 -1.2899083E-07 -1.1212183E-07 -1.1231135E-07  1.3439710E-07 -1.2506164E-07
  6.5327694E-08  8.2364527E-08  1.8144671E-07  9.2676290E-08 -3.1293029E-07
  1.9726818E-07 -3.9167383E-07  8.0313320E-08 -9.7170068E-10 -2.0365903E-07
  1.9704443E-07 -1.1950587E-07 -4.2477085E-08  1.4894433E-07  1.9943013E-07
 -1.1746433E-07 -2.2534495E-07 -3.7361307E-07  3.5091265E-07  2.3040134E-07
 -1.3904854E-07 -2.2483596E-07  5.8136124E-08  1.0963882E-07 -3.9944923E-07
  1.3402538E-07  6.3032718E-08  1.0072546E-07 -1.1936058E-07  1.4774223E-07
  1.1472514E-07 -2.3699372E-07 -1.6574951E-07  3.5451483E-08  4.2780917E-07
 -4.5896820E-07 -1.8642399E-07  6.4527543E-08 -1.6020951E-07  2.9533650E-07
  6.0618046E-08  6.0632147E-08  1.0209403E-07 -5.8717542E-08 -1.1144826E-07
  1.2314289E-07  5.5575181E-08 -2.3267865E-07  9.6661773E-08 -7.8779379E-08
 -1.5957249E-07 -4.9332303E-08 -2.6086097E-09  2.8428217E-07 -4.4880731E-08
  2.8391679E-07 -9.4288374E-08 -7.0788067E-07  3.9422472E-07  4.5997861E-07
 -1.5821024E-07 -1.1871429E-07  7.2421076E-08  4.0170255E-09 -8.9242581E-08
 -5.7328443E-09 -4.3674106E-08 -7.0156456E-08  1.9020002E-09  2.4249248E-07
 -3.9258357E-08 -2.3235486E-07 -7.3736134E-08 -7.0722542E-09  3.5409709E-07
  6.8697529E-08 -2.7156937E-07 -4.2591195E-08  3.5010787E-08  8.9572119E-08
  5.5641789E-08  1.9026613E-08 -1.9840755E-07  2.3721222E-08 -1.7376306E-07
 -9.0626037E-08  4.0111923E-07 -2.3735182E-07  2.6310002E-07  3.1563512E-07
 -1.8929362E-07 -1.5046396E-07 -2.6721689E-07  3.0389459E-09  1.8850499E-07
 -1.1597259E-07 -8.8068904E-08  2.7757833E-07 -6.3352550E-08 -1.0806388E-07
 -2.0858805E-07  4.1965654E-08  1.8876609E-07 -7.8797641E-09 -1.5235661E-07
 -3.2397413E-07  1.8597733E-07  4.8783790E-08 -6.8706499E-08  1.2313005E-07
 -1.7527973E-07  1.4923321E-07  2.3671343E-07 -1.8936517E-07  1.6611892E-07
  1.5475068E-08 -2.3356925E-07 -1.2286403E-07 -1.9554994E-07 -1.5171248E-07
  2.3944629E-07  2.8005697E-07 -1.9197076E-07  4.7539138E-08  1.4125295E-07
 -1.7676381E-07 -2.8744706E-08  3.2616981E-07 -2.4285167E-07 -1.6720147E-07
  2.9965049E-07  2.7287688E-07  6.4819761E-08 -2.3059077E-07  4.3878715E-07
 -2.6435367E-07 -4.6086084E-07  1.2575055E-07  1.0928488E-07  1.4103747E-07
 -1.2228865E-07  2.3863621E-07  3.8345885E-08  4.9280189E-08  4.0010950E-08
 -4.6103620E-08  1.3798339E-08 -2.0748542E-07  2.0806691E-07  3.7771135E-07
 -1.6401174E-07 -2.1049217E-07  5.0468961E-08  8.4822308E-08  2.2304454E-07
 -2.1587021E-07  2.6059458E-10  1.4766168E-07 -5.3507167E-08  2.0290336E-07
  2.6801955E-08 -2.8024360E-07 -9.5180931E-08  2.5247323E-08  1.9937414E-07
  4.4426602E-07  1.2268587E-07 -9.6994843E-08 -2.1482512E-07  1.8406380E-07
 -5.0046363E-08 -1.6621474E-07  2.0104816E-07 -1.5267306E-07 -2.6517749E-07
  3.2756475E-08  6.6246568E-08  1.7001592E-07  1.4186416E-07 -1.3622959E-07
  5.1012347E-08  2.3443259E-07  1.5535475E-07 -3.1311342E-07 -4.2343734E-08
  1.7084525E-07 -7.1542414E-09  7.2832289E-08  1.2526561E-07 -2.1089695E-07
 -3.8968039E-08  1.0152427E-07 -1.2629860E-07 -1.7673402E-07 -5.2353275E-07
  1.3222548E-07  4.2599500E-07  3.5065551E-07 -1.8652653E-07 -3.6271913E-07
 -7.3828252E-08 -3.7101717E-08 -1.9818182E-08  4.5504947E-08  3.6381452E-07
 -1.4276640E-07 -1.4320125E-07 -3.4448452E-07 -9.1235195E-08  3.2178041E-07
  9.5575778E-08 -2.1676064E-07 -1.4197336E-07  1.9555741E-07 -1.7887026E-07
  2.8965790E-08 -4.3666602E-08 -5.0890010E-08  7.4910794E-08 -2.1557391E-07
 -2.7831491E-07 -4.5855201E-08  1.5865183E-07  2.3388374E-07  4.5700118E-08
 -2.8577892E-07  8.8473398E-09 -8.5433149E-08  1.1912508E-08  1.7181386E-07
 -2.5664202E-07  2.0757298E-07 -2.2034329E-08 -5.2341554E-07  8.4706252E-08
  2.3978359E-07 -1.1610720E-07  8.6122491E-08 -1.5292112E-07 -2.4081316E-07
  2.3205897E-07 -1.7560216E-07  3.8750538E-07 -2.0216988E-07 -2.1131123E-07
  1.1975363E-07 -9.9758094E-08  3.0457953E-07 -3.5964199E-07  2.4327565E-08
 -6.8954221E-08  2.3622335E-07  4.7892746E-08  6.4738438E-10  3.1453686E-07
 -1.3490859E-07 -7.3731124E-08 -7.7265871E-08  1.0983669E-07 -2.4922517E-07
  1.4419276E-07  4.3255216E-07  5.4827756E-08 -4.3750096E-07 -5.1643028E-08
  2.8901075E-07 -1.2369469E-07 -7.5430840E-08 -1.9165546E-07  2.9976100E-07
  1.2598505E-07 -4.0753959E-08 -5.3486554E-08 -2.0717395E-07  2.2711182E-07
  1.7027740E-07  7.5354898E-08  6.5755972E-08  6.8736595E-08 -1.3683460E-07
  5.0581086E-08 -1.3224758E-07 -5.2613044E-08 -2.1455816E-07 -7.5299371E-08
  2.8614076E-07 -6.0374051E-08  4.8276738E-07 -1.7651669E-07 -1.5627763E-07
 -1.7145723E-07 -7.2105800E-08  3.8617961E-08  2.5755898E-07  5.7083275E-07
 -5.8325104E-07  1.1549447E-07  2.2746825E-07 -2.2880725E-07 -9.2361509E-08
  1.8564426E-07 -1.3301445E-07 -1.4276890E-07  1.9078610E-07 -1.8430978E-07
  2.4593653E-07 -1.1524684E-07  7.0145543E-08  3.5834217E-07 -3.1618014E-07
  1.7317961E-07  8.1283954E-08 -1.8799524E-07  1.6028597E-07  1.4483004E-08
  1.1325048E-07 -1.8362930E-07  2.6980949E-07  9.9912335E-08 -2.3488723E-07
  7.4489133E-08 -3.4452684E-07 -3.0223200E-08  2.8554798E-07  4.9382291E-07
 -2.4345115E-07 -3.6696471E-07  3.2214633E-07  2.8819417E-08 -3.2157662E-07
  1.3165024E-07  2.3935238E-07 -8.2327144E-08 -2.5386412E-07 -1.0443547E-07
  4.4179548E-07 -9.9975845E-08  5.5572915E-08 -1.4588477E-07 -2.5516430E-07
  3.6250718E-07 -6.3324979E-08 -1.4737844E-07 -3.3190607E-08  1.4703011E-08
 -1.0523755E-08 -2.9199305E-07 -7.4623858E-08  4.8933335E-07 -5.1936424E-08
 -1.4615807E-07  1.4034107E-07 -4.8927825E-08  1.9298223E-07 -2.8199401E-07
 -1.9754661E-07  3.8094225E-07 -2.3063906E-07 -1.2065016E-07 -4.8583177E-08
 -2.4746781E-07  2.4697446E-07 -1.4804856E-07 -4.6250357E-08  1.2651469E-07
 -1.0504632E-08 -2.9920876E-08 -1.7807855E-07  2.5539003E-07  2.3447226E-08
 -2.8980877E-07 -2.2107760E-08  1.8877130E-07 -2.4087115E-07 -1.7943533E-07
 -1.0724287E-07 -1.6741894E-07  1.5340250E-07  1.2650238E-07  3.3252779E-07
 -3.9543261E-09  2.0519128E-07 -1.1419543E-07 -4.4276958E-07  6.0232970E-08
 -1.9427965E-08  5.6498697E-08 -2.7477081E-08  1.7959076E-07 -1.6203518E-07
 -5.8649413E-08  2.6478036E-07 -1.5192212E-07  5.0049763E-08  1.5509685E-07
 -1.9642454E-08  6.6852138E-08  3.4031111E-07 -4.2590253E-07 -2.8460483E-08
  3.3588535E-07 -3.2852824E-07  2.6534411E-07 -1.0783625E-07  5.3247804E-08
  1.7086905E-07 -2.2360269E-07 -1.0994744E-07  2.7765714E-09  4.5378802E-07
  1.9015375E-07 -1.1068547E-07 -3.9057173E-07 -2.0483084E-07  4.3977238E-07
 -1.2527188E-07 -1.3476352E-07  2.2015822E-07 -2.3805693E-07  2.4166371E-07
  3.8814259E-08 -1.2083281E-07  1.6555369E-07 -1.3581559E-07 -1.6272595E-07
  4.2810047E-07  2.5502146E-07 -5.9797826E-07  9.1921191E-08  3.6925156E-07
  1.1499834E-08 -4.6766834E-08 -6.2787836E-08  1.5732084E-07 -1.1156417E-07
 -1.5626156E-07  5.0383600E-08 -2.1683021E-07  1.8080403E-07 -1.4787688E-07
  5.9735108E-08  3.0117610E-07 -4.0710970E-08  1.5453800E-07 -6.3478147E-07
  3.2463035E-08  3.5605228E-07 -1.8664864E-07  1.5467503E-07  2.4553523E-07
  6.9662517E-08 -2.1663196E-07 -1.2274609E-07 -1.1960301E-07  4.5945120E-08
  2.8987977E-07 -2.7634190E-07 -1.2360971E-07  1.7575882E-08 -2.6984178E-07
  2.6085677E-07 -2.3200408E-07 -3.3205338E-07  6.9208718E-07  1.1288200E-07
 -1.9225066E-07 -7.0206415E-09 -3.0273938E-07  3.6649773E-07  2.9860761E-08
 -3.5036306E-07  9.5817930E-08 -1.1554043E-07 -3.2987447E-07  6.4549406E-08
  3.8622400E-07 -4.0585624E-08 -4.9560901E-07 -1.2609833E-07  2.7412835E-07
  3.4949416E-07  3.3482694E-07 -7.6762580E-07 -1.5384316E-07  4.5203165E-07
 -2.1209170E-07  1.5072269E-07  2.2551795E-07 -2.3715312E-07 -4.8867645E-07
 -1.6843449E-07  4.4256838E-07  4.7683022E-07 -2.5629993E-07 -1.6746885E-07
 -2.7308683E-07  2.6808589E-07  8.9385174E-08 -1.3917523E-07  5.4285995E-07
 -6.3774055E-07 -4.3257977E-07  3.1128174E-07  9.7628543E-08  5.4825919E-08
 -2.5816519E-08 -2.4134430E-08  4.1416871E-08  1.0208967E-07  3.6017399E-07
 -1.6900329E-07 -4.2110507E-07  2.6993177E-07 -1.6393519E-07 -2.5798324E-08
